,name,disaster_type,date,cpi_adjusted_cost,unadjusted_cost,deaths
588,Hurricane Zeta (October 2020),Tropical Cyclone,2020-10,5266.0,4352.0,6.0
589,Tropical Storm Eta (November 2020),Tropical Cyclone,2020-11,1766.699951171875,1460.0,12.0
590,"Western Wildfires - California, Oregon, Washington Firestorms (Fall 2020)",Wildfire,2020-08,3980.9,3290.0,9.2
591,"Western Wildfires - California, Oregon, Washington Firestorms (Fall 2020)",Wildfire,2020-09,3980.9,3290.0,9.2
592,"Western Wildfires - California, Oregon, Washington Firestorms (Fall 2020)",Wildfire,2020-10,3980.9,3290.0,9.2
593,"Western Wildfires - California, Oregon, Washington Firestorms (Fall 2020)",Wildfire,2020-11,3980.9,3290.0,9.2
594,"Western Wildfires - California, Oregon, Washington Firestorms (Fall 2020)",Wildfire,2020-12,3980.9,3290.0,9.2
595,Western/Central Drought and Heat Wave (Summer-Fall 2020),Drought,2020-06,777.0142996651786,642.1428571428571,6.428571428571429
596,Western/Central Drought and Heat Wave (Summer-Fall 2020),Drought,2020-07,777.0142996651786,642.1428571428571,6.428571428571429
597,Western/Central Drought and Heat Wave (Summer-Fall 2020),Drought,2020-08,777.0142996651786,642.1428571428571,6.428571428571429
598,Western/Central Drought and Heat Wave (Summer-Fall 2020),Drought,2020-09,777.0142996651786,642.1428571428571,6.428571428571429
599,Western/Central Drought and Heat Wave (Summer-Fall 2020),Drought,2020-10,777.0142996651786,642.1428571428571,6.428571428571429
600,Western/Central Drought and Heat Wave (Summer-Fall 2020),Drought,2020-11,777.0142996651786,642.1428571428571,6.428571428571429
601,Western/Central Drought and Heat Wave (Summer-Fall 2020),Drought,2020-12,777.0142996651786,642.1428571428571,6.428571428571429
602,California Flooding and Severe Weather (January 2021),Flooding,2021-01,1325.0,1095.0,2.0
603,"Northwest, Central, Eastern Winter Storm and Cold Wave (February 2021)",Winter Storm,2021-02,27223.19921875,22686.0,262.0
604,Southeast Tornadoes and Severe Weather (March 2021),Severe Storm,2021-03,1995.800048828125,1677.0,6.0
605,Eastern Severe Weather (March 2021),Severe Storm,2021-03,1601.9000244140625,1346.0,8.0
606,Texas Hail Storms (April 2021),Severe Storm,2021-04,1755.300048828125,1475.0,0.0
607,Texas and Oklahoma Severe Weather (April 2021),Severe Storm,2021-04,3747.39990234375,3149.0,0.0
608,Southern Tornadoes and Southeast Severe Weather (May 2021),Severe Storm,2021-05,1479.0999755859375,1264.0,4.0
609,Louisiana Flooding (May 2021),Flooding,2021-05,1569.5999755859375,1319.0,5.0
610,Ohio Valley Hail Storms (June 2021),Severe Storm,2021-06,1980.0999755859375,1707.0,0.0
611,Central Severe Storms (June 2021),Severe Storm,2021-06,1453.5999755859375,1253.0,0.0
612,Tropical Storm Elsa (July 2021),Tropical Cyclone,2021-07,1407.0999755859375,1213.0,1.0
613,Central Severe Storms (July 2021),Severe Storm,2021-07,1252.800048828125,1080.0,0.0
614,North Central Severe Weather (August 2021),Severe Storm,2021-08,1489.5,1284.0,2.0
615,Tropical Storm Fred (August 2021),Tropical Cyclone,2021-08,1481.300048828125,1277.0,7.0
616,Hurricane Ida (August 2021),Tropical Cyclone,2021-08,42304.05078125,36786.0,48.0
617,Hurricane Ida (August 2021),Tropical Cyclone,2021-09,42304.05078125,36786.0,48.0
618,Hurricane Nicholas (September 2021),Tropical Cyclone,2021-09,1168.5,1016.0,0.0
619,"Southeast, Central Tornado Outbreak (December 2021)",Severe Storm,2021-12,4463.10009765625,3915.0,93.0
620,Midwest Derecho and Tornado Outbreak (December 2021),Severe Storm,2021-12,2031.5,1782.0,1.0
621,Western Wildfires (2021),Wildfire,2021-06,1723.4285714285713,1485.7142857142858,1.1428571428571428
622,Western Wildfires (2021),Wildfire,2021-07,1723.4285714285713,1485.7142857142858,1.1428571428571428
623,Western Wildfires (2021),Wildfire,2021-08,1723.4285714285713,1485.7142857142858,1.1428571428571428
624,Western Wildfires (2021),Wildfire,2021-09,1723.4285714285713,1485.7142857142858,1.1428571428571428
625,Western Wildfires (2021),Wildfire,2021-10,1723.4285714285713,1485.7142857142858,1.1428571428571428
626,Western Wildfires (2021),Wildfire,2021-11,1723.4285714285713,1485.7142857142858,1.1428571428571428
627,Western Wildfires (2021),Wildfire,2021-12,1723.4285714285713,1485.7142857142858,1.1428571428571428
628,Western Drought and Heat Wave (2021),Drought,2021-01,850.1583658854166,702.5833333333334,19.083333333333332
629,Western Drought and Heat Wave (2021),Drought,2021-02,850.1583658854166,702.5833333333334,19.083333333333332
630,Western Drought and Heat Wave (2021),Drought,2021-03,850.1583658854166,702.5833333333334,19.083333333333332
631,Western Drought and Heat Wave (2021),Drought,2021-04,850.1583658854166,702.5833333333334,19.083333333333332
632,Western Drought and Heat Wave (2021),Drought,2021-05,850.1583658854166,702.5833333333334,19.083333333333332
633,Western Drought and Heat Wave (2021),Drought,2021-06,850.1583658854166,702.5833333333334,19.083333333333332
634,Western Drought and Heat Wave (2021),Drought,2021-07,850.1583658854166,702.5833333333334,19.083333333333332
635,Western Drought and Heat Wave (2021),Drought,2021-08,850.1583658854166,702.5833333333334,19.083333333333332
636,Western Drought and Heat Wave (2021),Drought,2021-09,850.1583658854166,702.5833333333334,19.083333333333332
637,Western Drought and Heat Wave (2021),Drought,2021-10,850.1583658854166,702.5833333333334,19.083333333333332
638,Western Drought and Heat Wave (2021),Drought,2021-11,850.1583658854166,702.5833333333334,19.083333333333332
639,Western Drought and Heat Wave (2021),Drought,2021-12,850.1583658854166,702.5833333333334,19.083333333333332
640,Texas Hail Storms (February 2022),Severe Storm,2022-02,1118.9000244140625,1008.0,0.0
641,Southern Tornado Outbreak (March 2022),Severe Storm,2022-03,1381.5999755859375,1256.0,2.0
642,Southeast Tornado Outbreak (April 2022),Severe Storm,2022-04,1544.800048828125,1417.0,3.0
643,Southern Severe Weather (April 2022),Severe Storm,2022-04,2915.699951171875,2675.0,1.0
644,Southern and Central Severe Weather (May 2022),Severe Storm,2022-05,1230.0999755859375,1139.0,1.0
645,North Central Hail Storms (May 2022),Severe Storm,2022-05,2354.39990234375,2160.0,0.0
646,North Central Severe Weather (May 2022),Severe Storm,2022-05,2949.60009765625,2706.0,1.0
647,North Central Hail Storms (May 2022),Severe Storm,2022-05,2625.39990234375,2431.0,0.0
648,Central Severe Weather (June 2022),Severe Storm,2022-06,2025.699951171875,1911.0,0.0
649,Central Derecho (June 2022),Severe Storm,2022-06,3386.60009765625,3195.0,1.0
650,North Central and Eastern Severe Weather (July 2022),Severe Storm,2022-07,1420.4000244140625,1340.0,1.0
651,Kentucky and Missouri Flooding (July 2022),Flooding,2022-07,1552.9000244140625,1465.0,42.0
652,Hurricane Fiona (September 2022),Tropical Cyclone,2022-09,2685.699951171875,2510.0,25.0
653,Hurricane Ian (September 2022),Tropical Cyclone,2022-09,119626.0,111800.0,152.0
654,Hurricane Nicole (November 2022),Tropical Cyclone,2022-11,1081.199951171875,1020.0,5.0
655,Western Wildfires (Spring-Fall 2022),Wildfire,2022-04,412.07501220703125,388.75,2.125
656,Western Wildfires (Spring-Fall 2022),Wildfire,2022-05,412.07501220703125,388.75,2.125
657,Western Wildfires (Spring-Fall 2022),Wildfire,2022-06,412.07501220703125,388.75,2.125
658,Western Wildfires (Spring-Fall 2022),Wildfire,2022-07,412.07501220703125,388.75,2.125
659,Western Wildfires (Spring-Fall 2022),Wildfire,2022-08,412.07501220703125,388.75,2.125
660,Western Wildfires (Spring-Fall 2022),Wildfire,2022-09,412.07501220703125,388.75,2.125
661,Western Wildfires (Spring-Fall 2022),Wildfire,2022-10,412.07501220703125,388.75,2.125
662,Western Wildfires (Spring-Fall 2022),Wildfire,2022-11,412.07501220703125,388.75,2.125
663,Central and Eastern Winter Storm and Cold Wave (December 2022),Winter Storm,2022-12,8951.7001953125,8445.0,87.0
664,Western/Central Drought and Heat Wave (2022),Drought,2022-01,1956.7166341145833,1747.0833333333333,11.333333333333334
665,Western/Central Drought and Heat Wave (2022),Drought,2022-02,1956.7166341145833,1747.0833333333333,11.333333333333334
666,Western/Central Drought and Heat Wave (2022),Drought,2022-03,1956.7166341145833,1747.0833333333333,11.333333333333334
667,Western/Central Drought and Heat Wave (2022),Drought,2022-04,1956.7166341145833,1747.0833333333333,11.333333333333334
668,Western/Central Drought and Heat Wave (2022),Drought,2022-05,1956.7166341145833,1747.0833333333333,11.333333333333334
669,Western/Central Drought and Heat Wave (2022),Drought,2022-06,1956.7166341145833,1747.0833333333333,11.333333333333334
670,Western/Central Drought and Heat Wave (2022),Drought,2022-07,1956.7166341145833,1747.0833333333333,11.333333333333334
671,Western/Central Drought and Heat Wave (2022),Drought,2022-08,1956.7166341145833,1747.0833333333333,11.333333333333334
672,Western/Central Drought and Heat Wave (2022),Drought,2022-09,1956.7166341145833,1747.0833333333333,11.333333333333334
673,Western/Central Drought and Heat Wave (2022),Drought,2022-10,1956.7166341145833,1747.0833333333333,11.333333333333334
674,Western/Central Drought and Heat Wave (2022),Drought,2022-11,1956.7166341145833,1747.0833333333333,11.333333333333334
675,Western/Central Drought and Heat Wave (2022),Drought,2022-12,1956.7166341145833,1747.0833333333333,11.333333333333334
676,Northeastern Winter Storm/Cold Wave (February 2023),Winter Storm,2023-02,1838.800048828125,1751.0,1.0
677,Southern and Eastern Severe Weather (March 2023),Severe Storm,2023-03,6170.0,5876.0,13.0
678,California Flooding (December 2022 - March 2023),Flooding,2022-12,1181.25,1125.0,5.5
679,California Flooding (December 2022 - March 2023),Flooding,2023-01,1181.25,1125.0,5.5
680,California Flooding (December 2022 - March 2023),Flooding,2023-02,1181.25,1125.0,5.5
681,California Flooding (December 2022 - March 2023),Flooding,2023-03,1181.25,1125.0,5.5
682,Southern and Eastern Severe Weather (April 2023),Severe Storm,2023-03,2956.0,2815.0,23.0
683,Central Tornado Outbreak and Eastern Severe Weather (March 2023),Severe Storm,2023-03,2954.89990234375,2814.0,16.5
684,Central Tornado Outbreak and Eastern Severe Weather (March 2023),Severe Storm,2023-04,2954.89990234375,2814.0,16.5
685,Central and Eastern Severe Weather (April 2023),Severe Storm,2023-04,2956.10009765625,2815.0,5.0
686,Fort Lauderdale Flash Flood (April 2023),Flooding,2023-04,1144.0,1100.0,0.0
687,Central and Southern Severe Weather (April 2023),Severe Storm,2023-04,1401.9000244140625,1335.0,0.0
688,Central Severe Weather (April 2023),Severe Storm,2023-04,3108.300048828125,2960.0,1.0
689,Southern Severe Weather (April 2023),Severe Storm,2023-04,1372.800048828125,1320.0,0.0
690,Central Severe Weather (May 2023),Severe Storm,2023-05,2222.5,2137.0,1.0
691,Central and Eastern Tornadoes and Hail Storms (May 2023),Severe Storm,2023-05,3563.0,3426.0,1.0
692,Texas Hail Storms (May 2023),Severe Storm,2023-05,1690.0,1625.0,0.0
693,Typhoon Mawar (May 2023),Tropical Cyclone,2023-05,4420.0,4250.0,2.0
694,Southern Severe Weather (June 2023),Severe Storm,2023-06,4193.2001953125,4032.0,0.0
695,Central and Southern Severe Weather (June 2023),Severe Storm,2023-06,3918.699951171875,3768.0,5.0
696,Rockies Hail Storms and Central and Eastern Severe Weather (June 2023),Severe Storm,2023-06,5453.89990234375,5244.0,8.0
697,Central Severe Weather (June 2023),Severe Storm,2023-06,988.4000244140625,959.5,1.5
698,Central Severe Weather (June 2023),Severe Storm,2023-07,988.4000244140625,959.5,1.5
699,Northeastern Flooding and North Central Severe Weather (July 2023),Flooding,2023-07,2230.39990234375,2165.0,10.0
700,North Central and Southeastern Severe Weather (July 2023),Severe Storm,2023-07,1887.0,1832.0,1.0
701,North Central and Eastern Severe Weather (July 2023),Severe Storm,2023-07,1526.5999755859375,1482.0,2.0
702,Hawaii Firestorm (August 2023),Wildfire,2023-08,5665.0,5500.0,100.0
703,Northeastern and Eastern Severe Weather (August 2023),Severe Storm,2023-08,1680.199951171875,1631.0,4.0
704,Minnesota Hail Storms (August 2023),Severe Storm,2023-08,1828.300048828125,1775.0,0.0
705,Hurricane Idalia (August 2023),Tropical Cyclone,2023-08,3559.699951171875,3456.0,5.0
706,Southern Hail Storms (September 2023),Severe Storm,2023-09,1694.5,1645.0,0.0
707,Southern/Midwestern Drought and Heatwave (Spring-Fall 2023),Drought,2023-04,2464.4500325520835,2347.0,41.166666666666664
708,Southern/Midwestern Drought and Heatwave (Spring-Fall 2023),Drought,2023-05,2464.4500325520835,2347.0,41.166666666666664
709,Southern/Midwestern Drought and Heatwave (Spring-Fall 2023),Drought,2023-06,2464.4500325520835,2347.0,41.166666666666664
710,Southern/Midwestern Drought and Heatwave (Spring-Fall 2023),Drought,2023-07,2464.4500325520835,2347.0,41.166666666666664
711,Southern/Midwestern Drought and Heatwave (Spring-Fall 2023),Drought,2023-08,2464.4500325520835,2347.0,41.166666666666664
712,Southern/Midwestern Drought and Heatwave (Spring-Fall 2023),Drought,2023-09,2464.4500325520835,2347.0,41.166666666666664
713,East Coast Storm and Flooding (December 2023),Flooding,2023-12,1314.4000244140625,1276.0,5.0
714,Southern Tornado Outbreak and East Coast Storm (January 2024),Severe Storm,2024-01,2780.199951171875,2726.0,3.0
715,Northwest Winter Storm (January 2024),Winter Storm,2024-01,1723.800048828125,1690.0,20.0
716,"Central, Southern, Northeastern Winter Storm and Cold Wave (January 2024)",Winter Storm,2024-01,1948.300048828125,1910.0,41.0
717,Southern Severe Weather (February 2024),Severe Storm,2024-02,1072.0,1051.0,0.0
718,Central and Eastern Severe Weather (February 2024),Severe Storm,2024-02,1534.0,1504.0,0.0
719,Central and Southern Severe Weather (March 2024),Severe Storm,2024-03,6151.60009765625,6031.0,3.0
720,Central Tornado Outbreak and Eastern Severe Weather (April 2024),Severe Storm,2024-04,2465.5,2441.0,3.0
721,Southern and Eastern Severe Weather (April 2024),Severe Storm,2024-04,2725.10009765625,2698.0,0.0
722,Central and Southern Tornado Outbreak (April 2024),Severe Storm,2024-04,1697.800048828125,1681.0,3.0
723,"Central, Southern, Southeastern Tornado Outbreak (May 2024)",Severe Storm,2024-05,6571.0,6571.0,3.0
724,Southern Severe Weather (May 2024),Severe Storm,2024-05,1124.0,1124.0,1.0
725,Southern Derecho (May 2024),Severe Storm,2024-05,1551.0,1551.0,8.0
726,"Central, Southern, Eastern Severe Weather (May 2024)",Severe Storm,2024-05,4907.7998046875,4859.0,5.0
727,Central Tornado Outbreak (May 2024),Severe Storm,2024-05,3466.39990234375,3432.0,16.0
728,Texas Hail Storms (May 2024),Severe Storm,2024-05,2348.300048828125,2325.0,1.0
729,Colorado Hail Storms and Southern Severe Weather (May 2024),Severe Storm,2024-05,1506.4000244140625,1491.5,0.0
730,Colorado Hail Storms and Southern Severe Weather (May 2024),Severe Storm,2024-06,1506.4000244140625,1491.5,0.0
731,Central and Eastern Severe Weather (June 2024),Severe Storm,2024-06,1228.0,1228.0,0.0
732,Upper Midwest Flooding (June 2024),Flooding,2024-06,1113.0,1113.0,4.0
733,Central and Northeast Severe Weather (June 2024),Severe Storm,2024-06,1704.0,1704.0,3.0
734,New Mexico Wildfires (June 2024),Wildfire,2024-06,890.0,890.0,1.0
735,New Mexico Wildfires (June 2024),Wildfire,2024-07,890.0,890.0,1.0
736,Hurricane Beryl (July 2024),Tropical Cyclone,2024-07,7219.0,7219.0,46.0
737,Central and Eastern Tornado Outbreak and Severe Weather (July 2024),Severe Storm,2024-07,2435.0,2435.0,2.0
738,Hurricane Debby (August 2024),Tropical Cyclone,2024-08,2476.0,2476.0,17.0
739,Hurricane Francine (September 2024),Tropical Cyclone,2024-09,1291.0,1291.0,0.0
740,Hurricane Helene (September 2024),Tropical Cyclone,2024-09,78721.0,78721.0,219.0
741,Hurricane Milton (October 2024),Tropical Cyclone,2024-10,34250.0,34250.0,32.0
742,Southern/Eastern/Northwestern Drought and Heat Wave (2024),Drought,2024-01,451.4166666666667,442.5833333333333,11.333333333333334
743,Southern/Eastern/Northwestern Drought and Heat Wave (2024),Drought,2024-02,451.4166666666667,442.5833333333333,11.333333333333334
744,Southern/Eastern/Northwestern Drought and Heat Wave (2024),Drought,2024-03,451.4166666666667,442.5833333333333,11.333333333333334
745,Southern/Eastern/Northwestern Drought and Heat Wave (2024),Drought,2024-04,451.4166666666667,442.5833333333333,11.333333333333334
746,Southern/Eastern/Northwestern Drought and Heat Wave (2024),Drought,2024-05,451.4166666666667,442.5833333333333,11.333333333333334
747,Southern/Eastern/Northwestern Drought and Heat Wave (2024),Drought,2024-06,451.4166666666667,442.5833333333333,11.333333333333334
748,Southern/Eastern/Northwestern Drought and Heat Wave (2024),Drought,2024-07,451.4166666666667,442.5833333333333,11.333333333333334
749,Southern/Eastern/Northwestern Drought and Heat Wave (2024),Drought,2024-08,451.4166666666667,442.5833333333333,11.333333333333334
750,Southern/Eastern/Northwestern Drought and Heat Wave (2024),Drought,2024-09,451.4166666666667,442.5833333333333,11.333333333333334
751,Southern/Eastern/Northwestern Drought and Heat Wave (2024),Drought,2024-10,451.4166666666667,442.5833333333333,11.333333333333334
752,Southern/Eastern/Northwestern Drought and Heat Wave (2024),Drought,2024-11,451.4166666666667,442.5833333333333,11.333333333333334
753,Southern/Eastern/Northwestern Drought and Heat Wave (2024),Drought,2024-12,451.4166666666667,442.5833333333333,11.333333333333334
